Feature_1,Feature_2,Feature_3
1.764052345967664,4.469680040463455,-1.9486432649388858
0.4001572083672233,0.1264348861632234,-0.5198467971551864
0.9787379841057392,1.3222334689686117,-0.4289081861621826
2.240893199201458,4.966484752481922,-1.913261333840159
1.8675579901499675,3.1485542777428552,-1.5474922271011715
-0.977277879876411,-0.9827451669281757,0.16879985772099382
0.9500884175255894,1.6933673446713051,-0.9622514797250572
-0.1513572082976979,-0.6764418223157747,-0.21765824630514646
-0.10321885179355784,0.7550333096530767,0.24318115131517698
0.41059850193837233,1.561454399593957,-0.4596736967598513
0.144043571160878,1.221866622535041,0.311045882885418
1.454273506962975,3.3615693430636426,-1.295664399367324
0.7610377251469934,1.0914626077666356,-0.36787374409250534
0.12167501649282841,1.1983825095351737,-0.35488456486079994
0.44386323274542566,0.7537247800151612,-0.9160863607045509
0.33367432737426683,1.0685768526467312,-0.5386991739755411
1.4940790731576061,3.461784130202086,-1.5025892800883265
-0.20515826376580087,-0.48782157407701887,0.3947341315433418
0.31306770165090136,0.9331750884748429,0.8165867736945247
-0.8540957393017248,-1.247088142820186,0.8329671634714034
-2.5529898158340787,-4.917766866090343,2.07501731558769
0.6536185954403606,0.757536795588624,-0.8266094832900538
0.8644361988595057,1.8779914848220394,-1.0962341861825529
-0.7421650204064419,-0.8211370924693687,0.982905757293173
2.2697546239876076,4.192225318109532,-3.04015313120992
-1.4543656745987648,-2.9835486193613647,1.4859966716989306
0.04575851730144607,-0.12605974125792657,0.032494751681241725
-0.1871838500258336,0.5502641641880037,0.30327436812597147
1.5327792143584575,3.401705807223133,-1.831437248841139
1.469358769900285,3.1424484579211254,-1.5883196347682884
0.1549474256969163,-0.0750631858288256,-0.8669778801881821
0.37816251960217356,1.0259496348502557,-0.6248224612832706
-0.8877857476301128,-2.1127378255889138,0.6163550096217538
-1.980796468223927,-3.945677657310678,2.1888214913546395
-0.3479121493261526,-1.0137473378417456,-0.23017906658480375
0.15634896910398005,0.65091458568121,0.23425008175101664
1.2302906807277207,2.748876769762912,-0.48304840848203634
1.2023798487844113,2.300610319779825,-2.2373723612911776
-0.3873268174079523,-0.5766502784850819,0.6004561827970027
-0.30230275057533557,-1.1511362555159241,0.6407567680904583
-1.0485529650670926,-2.842734726486988,0.7298344522909781
-1.4200179371789752,-2.620340023725682,1.2213820300145763
-1.7062701906250126,-3.3292036335637607,1.6398299018315348
1.9507753952317897,4.219066508909632,-2.099670834932654
-0.5096521817516535,0.17226802392866403,0.3551456972280924
-0.4380743016111864,-0.40390885972716584,-0.39992760155380197
-1.2527953600499262,-2.9620018328219317,1.8289611424414862
0.7774903558319101,2.1134888557117466,-0.23768105981349952
-1.6138978475579515,-3.8857494003716635,1.20721571795585
-0.2127402802139687,-0.6562728628352918,-0.5204718836872883
-0.8954665611936756,-1.825053925049667,1.155998999420055
0.386902497859262,1.6304763565432072,-0.6747964827657951
-0.510805137568873,-1.393987686161966,0.5817817192292629
-1.180632184122412,-2.7744836375743316,1.0209679755498646
-0.028182228338654868,-0.10559071889002589,0.37395160387374815
0.42833187053041766,0.5249245978797816,-0.08095729870241469
0.06651722238316789,0.6963524058195892,-0.42931591161496
0.3024718977397814,0.06497804129785112,-0.9941538754373092
-0.6343220936809636,-1.8423785135674784,-0.15714710498657736
-0.3627411659871381,-0.9443923543464933,0.6679308555407407
-0.672460447775951,-1.5939371208980546,0.07803081888393659
-0.3595531615405413,0.24565970382741031,0.10614498439119752
-0.813146282044454,-1.1515821606260277,0.5149892628192
-1.7262826023316769,-3.408789583970758,1.6999989541969036
0.17742614225375283,-0.25786547490757833,-1.1455660451770062
-0.4017809362082619,-0.3813803842157502,0.4961702346051762
-1.6301983469660446,-3.7605043676268717,1.8921438588831474
0.4627822555257742,0.15317896266274256,-0.4185712120034435
-0.9072983643832422,-1.2205818325903335,0.7518552785340064
0.05194539579613895,0.26236209755470274,-0.0032453126617472475
0.7290905621775369,1.9186105362454833,-0.5295673893574717
0.12898291075741067,0.41732964798633193,-1.5152792889707358
1.1394006845433007,2.707216675037947,-0.1614445304179536
-1.2348258203536526,-2.7951644373573785,1.4298724816976158
0.402341641177549,0.28756186146286566,-0.728545932371059
-0.6848100909403132,-1.028822922739813,0.48933340334651265
-0.8707971491818818,-2.143299130450684,1.117668037856476
-0.5788496647644155,-1.5024742184039312,0.5207976952472322
-0.31155253212737266,-0.8508713160134169,-0.7037897017633745
0.05616534222974544,0.12107026397201924,0.9760810884499143
-1.1651498407833565,-2.507296637193455,1.10987951216712
0.9008264869541871,1.1141773271993647,-0.39074013109628725
0.46566243973045984,0.6095156780444744,-0.8116873636226554
-1.5362436862772237,-4.184188948666661,2.3044322134001227
1.4882521937955997,3.289120113104793,-1.3450803493494599
1.8958891760305832,2.9907495242577924,-1.5914672587928578
1.1787795711596507,1.8053674726050761,-1.701406254233128
-0.17992483581235091,-0.33376713199421465,0.7854974806537014
-1.0707526215105425,-2.5112867412167414,1.4156617037779367
1.0544517269311366,2.880410751565641,-0.40352861214863744
-0.40317694697317963,-1.4527823488080835,0.08913316715239017
1.2224450703824274,2.5784155754394464,-1.4629586296128214
0.2082749780768603,0.3969085470399728,0.9436833707651107
0.9766390364837128,1.3692313240968268,-1.5066469478444864
0.3563663971744019,0.9743711246146807,-0.4243412475135623
0.7065731681919482,1.3273731707727723,-0.1381274868906005
0.010500020720820478,0.40689531704847465,0.03836246313660732
1.7858704939058352,3.983493064793536,-1.4943936540291884
0.12691209270361992,1.3354421600475848,-0.3266366073350575
0.40198936344470165,1.4722427016075992,-0.21696141952094228
