Feature_1,Feature_2,Feature_3
0.0976270078546495,0.1873475694588819,0.11371425275979358
0.43037873274483895,-0.04476617320878162,1.1725191119655394
0.20552675214328775,0.2774352679691633,0.47949459258080807
0.08976636599379373,0.47024654558116996,-0.04211013061108959
-0.15269040132219058,-0.22793249782411035,-0.9368263818845772
0.29178822613331223,0.16129770332786186,0.36083539399884523
-0.12482557747461498,0.10762335606371012,-0.20278434823000768
0.7835460015641595,0.6861962423580553,0.5824978707956873
0.9273255210020586,0.5830142545423577,0.2629144293174258
-0.2331169623484446,0.5070925296515512,-0.2719540064473862
0.5834500761653292,0.2875393699949558,1.4561697846588024
0.05778983950580896,0.349748338021235,-0.10254659997125548
0.13608912218786462,0.21799952449536786,0.5777085844241767
0.8511932765853221,0.5219669449591903,0.21396949882873195
-0.8579278836042261,1.0498380731681038,-0.9110094229160596
-0.8257414005969186,0.5783546015067454,-0.26213254409675946
-0.9595632051193486,1.3018647417300786,-0.30667737544437285
0.665239691095876,0.5238167192451952,0.7517220761599337
0.556313501899701,0.6912200742507614,1.0727085912057706
0.7400242964936383,0.7401675494786703,1.059964829268492
0.957236684465528,1.1415563499061974,0.2629230040674473
0.5983171284334472,0.3593077681035484,1.3253276135446597
-0.07704127549413631,0.4620189928529873,-0.46613415450069834
0.5610583525729109,0.45877667422146623,1.2797056296730673
-0.7634511482621336,0.50671270434095,-0.9909675299696677
0.27984204265504764,0.18470478296527387,1.2229884911177498
-0.7132934251819072,0.02798070871707059,-0.5962830512778502
0.8893378340991678,0.5924965998347482,0.0562021354317529
0.04369664350014335,0.16208293414586367,0.5842168866673533
-0.17067612001895283,-0.18079205484483193,-0.28001275596945974
-0.47088877579074606,0.33975166816454905,-1.2418792074081506
0.5484673788684333,0.2295851666285757,0.7017420781063342
-0.0876993355669029,-0.3568347623186735,-0.2538424021222668
0.13686789773729702,-0.18298485261294203,-0.05748176652140291
-0.9624203991272897,0.9962179353575965,-0.4103156584605147
0.23527099415175412,0.14622520193732796,0.5983274256110982
0.22419144544484282,0.12458705306022674,0.5216843910157896
0.23386799374951384,0.20789505835755628,0.6339533356049237
0.8874961570292483,0.9397526987433731,0.12375709017667108
0.3636405982069668,0.06365292009829462,0.9964218681210332
-0.280984198852428,0.4754987158558038,-0.40862483490403756
-0.1259360924013171,-0.11657823058279039,-0.7678668820238046
0.3952623918545297,0.0920972836801906,0.9637311588127971
-0.8795490567414603,1.1655298982304647,-0.7373732722675184
0.33353343089133536,0.41743853856823093,1.0831992263520718
0.3412757392363188,0.3203577137316622,0.7742901375986354
-0.5792348778523182,-0.0642600689671089,-0.9037568269723153
-0.7421474046902934,0.9702653840332116,-1.0410540976770144
-0.36914329815163227,0.3505080741193763,-1.2718346565708005
-0.2725784581147548,0.5731460223960836,-0.7673870539780554
0.14039354083575928,-0.33084134903360424,0.2825103821186636
-0.1227969730753593,0.38320515396468474,0.06415180959487526
0.9767476761184524,0.6165289574791719,0.33830963332898334
-0.7959103785039439,0.7490328948941354,-0.3494670240833082
-0.5822464878103306,-0.037169044583093,-0.5630841727566579
-0.6773809642300075,0.8068532000234091,-1.265285612988777
0.30621665093079686,0.40108759603228417,0.8725340031835179
-0.4934167949204358,0.3125608721241487,-0.9153100713023749
-0.06737845428738742,-0.08827684667184278,0.25183792777961844
-0.5111488159967945,-0.16955989244993708,-1.2072391592514684
-0.6820608327089606,0.6626357526602042,-1.1000123724824475
-0.7792497176713897,0.5607728051690094,-1.038944437564508
0.31265917893054684,0.3198113616398716,0.34817696490103145
-0.7236340973027724,0.8900286327078274,-0.33365649228731753
-0.606835276639893,0.8437705579775012,-0.7742854892352756
-0.2625496586780718,0.424735665664583,-0.44927548637353176
0.6419864596958702,-0.07613930138216085,0.6838824176349824
-0.8057974484138775,0.5092875923486794,-0.48654360735491897
0.6758898149976078,0.6868176044415586,0.41513148948331013
-0.8078031842120739,0.3241756616846062,-0.5821504473080655
0.9529189300267915,0.9290910934075345,0.6248659643242134
-0.06269759670459685,-0.4417310230282141,0.18080612046327027
0.9535221763806743,0.6092010657461377,-0.016344948823893063
0.20969103949009193,-0.43750787349695075,1.073709972966058
0.47852715879660335,0.5226859450633703,0.7294271362564958
-0.9216244154913587,0.5733162512901686,0.20557507586182616
-0.43438607484718084,0.034042942718043284,-0.5374521684414331
-0.7596068775736622,1.0050839019227995,-0.38624429478526334
-0.40771960495571014,0.37064967818877315,-0.8278224105286077
-0.7625445620915119,0.1133131387066435,-0.30440997008699533
-0.36403364121204795,-0.2027853515679852,-1.117129475199953
-0.17147401097066006,0.15088173793812956,-0.16407826260511038
-0.8717050073024313,0.8370982083602994,-0.2743496287341069
0.3849442387400397,-0.1139251116863427,0.4486189528078953
0.1332029084131503,0.4519570127345159,0.2535958089587985
-0.46922101812110917,0.33413431981250624,-1.3471878166936029
0.04649610693339934,0.03779469098492041,0.6273823164271365
-0.8121189784831166,0.7494472115670319,-0.5781948088170668
0.15189299111235854,0.25319351026582865,0.4566726279229986
0.8585923951524281,0.5491258964931851,0.5692488865935769
-0.3628620950973527,0.02988996227453211,-1.0400342286120126
0.3348207599273634,-0.17805130974654076,0.5052526559982367
-0.7364042751912157,0.22848426240023578,-0.4145370709942904
0.4326544082371311,0.6315622269509557,0.6675498319233942
-0.4211878141055978,0.41694996980033916,-0.9581854508158619
-0.6336172759857663,0.39192966104518984,-1.1888652430896043
0.1730258696201663,-0.24264742046886198,0.1150450339746838
-0.9597849076250129,0.6755435506751475,0.23618790825136596
0.6578800584347262,-0.00916466839004565,1.352415186931184
-0.9906090476149059,0.9157229107746316,0.43133639069105806
